420.30504688	349566.19744562
420.25524219	326414.14448934
420.2054375	327926.48749987
420.15514453	318949.39509101
420.10533984	320892.98823409
420.05504688	326871.84218166
420.00524219	317342.29181436
419.9554375	318259.19863976
419.90514453	339390.10421708
419.85533984	325177.11463972
419.80504688	330548.71907592
419.75524219	325163.96826135
419.7054375	332229.78721407
419.65514453	337221.28824781
419.60533984	331085.39389676
419.55504688	328883.93681116
419.50524219	329465.25533879
419.4554375	336590.2066394
419.40514453	328414.87144576
419.35533984	333605.86401816
419.30504688	325193.38563011
419.25524219	341550.26226728
419.2054375	335382.59340526
419.15514453	352447.25291004
419.10533984	338778.31872649
419.05504688	348781.41384175
419.00524219	346393.70418445
418.9554375	325562.98331294
418.90514453	346158.8682775
418.85533984	325202.50048834
418.80504688	336532.26074447
418.75524219	362900.50257518
418.7054375	350056.52374311
418.65514453	326296.54023426
418.60533984	350735.8367494
418.55504688	355425.43211759
418.50524219	362032.67385989
418.4554375	339417.00191962
418.40514453	339257.372478
418.35533984	344159.82333484
418.30504688	351605.20663215
418.25524219	342838.83252082
418.2054375	347775.69971426
418.15514453	336516.66580607
418.10533984	336599.93281354
418.05504688	326411.4994387
418.00524219	321607.27384169
417.9554375	346498.16534549
417.90514453	326185.98065756
417.85533984	326008.67585738
417.80504688	336271.7822302
417.75524219	336664.14243068
417.7054375	355930.21975099
417.65514453	345887.03649276
417.60533984	333936.83100141
417.55504688	337543.12960829
417.50524219	344705.50730679
417.4554375	339974.66600746
417.40514453	336177.59811001
417.35533984	363871.0979949
417.30504688	361846.81206378
417.25524219	347151.80982329
417.2054375	339928.88958743
417.15514453	359087.81704341
417.10533984	344889.89965788
417.05504688	334779.44907522
417.00524219	333959.51055839
416.9554375	332354.12952115
416.90514453	336405.62705837
416.85533984	340525.34784334
416.80504688	364183.91443244
416.75524219	342430.55437956
416.7054375	335372.82937274
416.65514453	360059.89044329
416.60533984	351202.19982936
416.55504688	348784.48235099
416.50524219	361701.75352946
416.4554375	358988.87254992
416.40514453	363030.11050886
416.35533984	377163.45951986
416.30504688	383036.59588325
416.25524219	360440.64213439
416.2054375	357247.59918337
416.15514453	367324.70118493
416.10533984	346326.00884552
416.05504688	354452.17058475
416.00524219	367311.78759467
415.9554375	365541.3011818
415.90514453	374661.88172239
415.85533984	356991.57162164
415.80504688	346848.44574634
415.75524219	345891.10519669
415.7054375	363483.9177514
415.65514453	360970.68566404
415.60533984	361682.11809954
415.55504688	354868.55066161
415.50524219	361985.76489474
415.4554375	385363.85211593
415.40514453	376300.17221646
415.35533984	375291.95438187
415.30504688	360733.4965411
415.25524219	358439.60654212
415.2054375	375211.07518116
415.15514453	371274.28945109
415.10533984	353791.84370628
415.05504688	363923.15579602
415.00524219	361947.95652272
414.9554375	368192.43607591
414.90514453	359724.1671461
414.85533984	376548.04738852
414.80504688	359612.27003332
414.75524219	361109.4284334
414.7054375	393345.39112369
414.65514453	367225.95534634
414.60533984	383415.86652318
414.55504688	375913.28572607
414.50524219	359969.6614714
414.4554375	382288.75582076
414.40514453	378209.64377743
414.35533984	381497.53645588
414.30504688	373262.66761634
414.25524219	376966.23992709
414.2054375	366151.09369063
414.15514453	374654.81728049
414.10533984	380651.61980173
414.05504688	370659.49299581
414.00524219	369110.7929749
413.9554375	376791.06899427
413.90514453	381518.84553949
413.85533984	380074.40041167
413.80504688	368295.59527613
413.75524219	376996.92600263
413.7054375	367440.02787682
413.65514453	354866.87804794
413.60533984	393744.3617894
413.55504688	382608.47604045
413.50524219	355163.6863894
413.4554375	377616.81435133
413.40514453	372234.065735
413.35533984	375863.74929902
413.30504688	382087.20586707
413.25524219	409628.16621376
413.2054375	383972.88449413
413.15514453	371804.6394619
413.10533984	387012.24140457
413.05504688	371237.26589084
413.00524219	370326.23593613
412.9554375	387327.8148964
412.90514453	399955.40944298
412.85533984	418506.62135953
412.80504688	397272.82891396
412.75524219	400654.57496905
412.7054375	396205.44970036
412.65514453	388836.47963063
412.60533984	406914.7268884
412.55504688	376497.8472262
412.50524219	399368.71438961
412.4554375	403648.740033
412.40514453	423982.89456696
412.35533984	400914.61824587
412.30504688	394695.23084309
412.25524219	405364.92071856
412.2054375	403038.99705557
412.15514453	407828.67745169
412.10533984	412128.6645653
412.05504688	450161.04944749
412.00524219	420409.61962869
411.9554375	386574.69161416
411.90514453	412151.31102741
411.85533984	411690.96515308
411.80504688	420758.82198348
411.75524219	419329.79370128
411.7054375	410854.78072373
411.65514453	402147.77284079
411.60533984	390766.21763944
411.55504688	432815.62992563
411.50524219	412161.32909503
411.4554375	422093.74227145
411.40514453	419271.17601522
411.35533984	409200.5642838
411.30504688	414120.05512932
411.25524219	411490.19015407
411.2054375	421969.7875795
411.15514453	418097.76966516
411.10533984	425545.06071977
411.05504688	420080.35947043
411.00524219	421427.96928307
410.9554375	427759.86202151
410.90514453	442525.82631216
410.85533984	438515.0566505
410.80504688	436076.10701282
410.75524219	433250.02178505
410.7054375	449531.90803599
410.65514453	438425.22832369
410.60533984	422314.62161446
410.55504688	421613.97379714
410.50524219	440505.33840781
410.4554375	438310.96517795
410.40514453	434832.71927763
410.35533984	431050.91119403
410.30504688	453656.45997307
410.25524219	413269.80935283
410.2054375	435198.25096257
410.15514453	445723.49515999
410.10533984	439513.00667186
410.05504688	446819.64934377
410.00524219	450589.65289958
409.9554375	438115.5601702
409.90514453	434119.2638684
409.85533984	434390.99403197
409.80504688	433154.3237241
409.75524219	430995.39692348
409.7054375	430719.9249355
409.65514453	447467.16291254
409.60533984	448032.33351607
409.55504688	432838.59844463
409.50524219	421405.75236045
409.4554375	453105.57576025
409.40514453	449165.02791236
409.35533984	451731.77358845
409.30504688	452697.10111053
409.25524219	435896.58703709
409.2054375	430239.71316339
409.15514453	427868.96926507
409.10533984	433473.29584467
409.05504688	437464.11445046
409.00524219	430727.54517909
408.9554375	449173.24341073
408.90514453	438939.87277848
408.85533984	435779.33236617
408.80504688	437980.53237982
408.75524219	433763.57190561
408.7054375	430729.81288162
408.65514453	437716.56815046
408.60533984	445103.07928642
408.55504688	437603.47820634
